Mot;Autre forme;Definition;Nature du mot;Francais;Anglais;;
Sitia ;;;L?n;Volant;;;
N?? yi? (V);;;Mba?ncob?;Voler;;;
N?? f?l? (V);;;Mba?ncob?;Voler oiseau;;;
Nc? (1/6);;;L?n;Voleur;;;
K??nt? (3/6);;;L?n;Volonte?;;;
N??k?? (1/6);;;L?n;Volonte?;;;
Ghag (1);;;L?n;Volupte?;;;
N?? ko? (V);;;Mba?ncob?;Vouloir;;;
Bin (pron);;;;Vous;;;
Binàbo (pron);;;;Vous toi et eux;;;
Nkadt?? (1/6);;;L?n;Vous toi et lui;;;
Nga?kadt?? (1/6);;;L?n;Voyage;;;
N?? kadt? (V);;;Mba?ncob?;Voyager;;;
Nga?kadt?? (1/6);;;L?n;Voyageur;;;
Miagnkuà? (1/6);;;L?n;Voyant;;;
Nj??nnz?? (1/6);;;L?n;Voyant;;;
Ghagha (adj);;;;Voyou ;;;
;;;;;;;
Kalig? (5/4);;;L?n;Wagon;;;
Kalig d???ndu??;;;L?n;Wagon-bar;;;
Kalig nts?;;;L?n;Wagon-citerne;;;
Kaligzi;;;L?n;Wagon-lit;;;
Kalig d???n?? j?ju;;;L?n;Wagon-restaurant;;;
Kod (5/4);;;L?n;W-c;;;
Fit??ngabnju? ;;;L?n;Week-end;;;
;;;;;;;
K??k??gh??n (1/6);;;L?n;Xe?nophobe;;;
Nga?k??gh??n (1/6);;;L?n;Xe?nophyle;;;
Mfam (1/6);;;L?n;Xylocope;;;
Nja (3/4);;;L?n;xylophone;;;
;;;;;;;
miàg (4);;;L?n;Yeux;;;
Bit? miàg (4);;;L?n;Yeux petits;;;
Nk? miàg (4);;;L?n;Yeux gros;;;
;;;;;;;
F?agwud ((3);;;L?n;Ze?le;;;
Nga?f?agwud (1/6);;;L?n;Ze?le?;;;
Bà?nbàn (adj);;;;Ze?ro;;;
Ba?gba?b (adv);;;;Zigazg (en);;;
?wa???wa? (adv);;;;Zigzag (en);;;
N?? n?n ba?gba?g (V);;;Mba?ncob?;Zigzaguer;;;
To??t?? (1);;;;Zizanie ;;;
Zwi?d ju k??bw??;;;;Zizanie;;;
Ba?gt??;;;;Zone;;;
Nd? (4);;;L?n;Zone pubienne;;;
Ka? bà? nyàm ;;;L?n;Zoo;;;
Ngà?mnyà?n (1/6);;;L?n;Zoologie;;;
Nd??nngà?nnyà?m ;;;L?n;Zoologiste ;;;
;;;;;;;
?wa???wa? (adv);;;;Abandonner;;;
N?? n?n ba?gba?g (V);;;Mba?ncob?;Abandonner;;;
To??t?? (1);;;;Couper;;;
ÿN?? fa??;;;Mba?ncob?;Abattre;;;
N?? y??n?;;;Mba?ncob?;Abolir;;;
N?? wa?l?;;;Mba?ncob?;Avaler;;;
N?? biag?;;;Mba?ncob?;Accompagner;;;
N?? mi?;;;Mba?ncob?;Accoucher;;;
N?? ca?g?;;;Mba?ncob?;Acheter;;;
N?? bw?;;;Mba?ncob?;Achever;;;
ÿN?? jun?;;;Mba?ncob?;Accepter;;;
ÿN?? mia?gt??;;;Mba?ncob?;Adorer;;;
ÿN?? bam?;;;Mba?ncob?;Affu?ter;;;
N?? ghamt?;;;Mba?ncob?;S?agiter;;;
ÿN?? k?à?;;;Mba?ncob?;Agiter;;;
N?? nyi??t??;;;Mba?ncob?;Aider;;;
N?? ywimt??;;;Mba?ncob?;Aimer;;;
N?? k??;;;Mba?ncob?;Augmenter;;;
ÿN?? ny? m?n;;;Mba?ncob?;Allaiter;;;
N?? n??n?;;;Mba?ncob?;Aller;;;
ÿN?? nyi?l?;;;Mba?ncob?;Allonger;;;
N?? kw??t?;;;Mba?ncob?;Allumer;;;
ÿN?? ts??t?;;;Mba?ncob?;Amasser;;;
ÿN?? gh?? sa;;;Mba?ncob?;S?amuser;;;
N?? ?wat?;;;Mba?ncob?;Animer;;;
N?? so??;;;Mba?ncob?;Annoncer;;;
ÿN?? la?t??;;;Mba?ncob?;Aplanir;;;
N?? ?wa?g?;;;Mba?ncob?;Apparaitre;;;
ÿN?? tsia??;;;Mba?ncob?;Appeler;;;
ÿN?? gh?bt?;;;Mba?ncob?;S?approcher;;;
ÿN?? fia???;;;Mba?ncob?;Arracher;;;
N?? gho?m?;;;Mba?ncob?;Arre?ter;;;
N?? tw?nsi;;;Mba?ncob?;S?asseoir;;;
ÿN?? kul?;;;Mba?ncob?;Attacher ;;;
ÿN?? ku?m?;;;Mba?ncob?;Arriver;;;
 N?? beb?;;;Mba?ncob?;Attendre;;;
 N??? mi?nt??n;;;Mba?ncob?;Avaler;;;
 N?? gh??;;;Mba?ncob?;Avoir;;;
 N?? be??t??;;;Mba?ncob?;Balayer;;;
 N?? cobt?;;;Mba?ncob?;Parler;;;
N?? cu?u;;;Mba?ncob?;Bavarder;;;
 N?? cà?bt??;;;Mba?ncob?;Insulter;;;
 N?? l?m?;;;Mba?ncob?;Blesser;;;
 N?? nu;;;Mba?ncob?;Boire;;;
 N?? na;;;Mba?ncob?;Cuire;;;
 N?? l??m?;;;Mba?ncob?;Cacher;;;
 N?? k?;;;Mba?ncob?;Bru?ler;;;
 N?? tsil?;;;Mba?ncob?;Casser;;;
 N?? tsin?;;;Mba?ncob?;S?arre?tter;;;
 N?? ka???;;;Mba?ncob?;Transformer;;;
 N?? ta?a;;;Mba?ncob?;Chasser;;;
 N?? dia?g?;;;Mba?ncob?;Chercher;;;
 N?? co?o;;;Mba?ncob?;Choisir;;;
 N?? ka?;;;Mba?ncob?;Choisir ;;;
 N?? sia?? ;;;Mba?ncob?;Compter;;;
 N?? t?nt?;;;Mba?ncob?;E?nume?rer;;;
 N?? kwa?t??;;;Mba?ncob?;Penser;;;
 N?? so???;;;Mba?ncob?;Tirer;;;
 N?? ca?gt??;;;Mba?ncob?;Conduire;;;
 N?? yo?bkwi?;;;Mba?ncob?;Chanter;;;
 N?? ta?yo??;;;Mba?ncob?;Chasser;;;
 N?? ca??;;;Mba?ncob?;Chercher;;;
 N?? tàg?;;;Mba?ncob?;Conseiller;;;
 N?? nàn?;;;Mba?ncob?;Contraindre;;;
 N?? k?b? ;;;Mba?ncob?;Couper;;;
 N?? nya??? ;;;Mba?ncob?;Danser;;;
 N?? b?dt?;;;Mba?ncob?;Demander;;;
 N?? tsw?;;;Mba?ncob?;Demeurer;;;
 N?? gh?;;;Mba?ncob?;Demeurer;;;
 N?? tog?;;;Mba?ncob?;Passer;;;
N?? yi?;;;Mba?ncob?;De?rober;;;
 N?? sw??? ;;;Mba?ncob?;De?cendre;;;
 N?? yag?;;;Mba?ncob?;Se?cher;;;
 N?? kiàg?;;;Mba?ncob?;De?tacher;;;
 N?? lamt? ;;;Mba?ncob?;Detouner ;;;
 N?? ghà?bt??;;;Mba?ncob?;Partager;;;
 N?? fà;;;Mba?ncob?;Donner;;;
 N?? zi;;;Mba?ncob?;Dormir;;;
 N?? mà?gt??;;;Mba?ncob?;Douter;;;
 N?? v??;;;Mba?ncob?;E?chouer;;;
 N?? ke??e;;;Mba?ncob?;E?clairer;;;
 N?? kit??;;;Mba?ncob?;E?crire;;;
 N?? ki?;;;Mba?ncob?;E?crire;;;
 N?? bw??t??;;;Mba?ncob?;E?ffacer;;;
 N?? bi;;;Mba?ncob?;Pendre;;;
 N?? kwi?t??;;;Mba?ncob?;E?grainer;;;
 N?? so?;;;Mba?ncob?;Enfoncer;;;
 N?? ka??t??;;;Mba?ncob?;S?e?norgueillir;;;
 N?? twi?t??;;;Mba?ncob?;Enseigner;;;
 N?? b?;;;Mba?ncob?;E?tre;;;
 N?? la?nt??;;;Mba?ncob?;Tenter;;;
 N?? c?à?;;;Mba?ncob?;Passer;;;
 N?? ba?gt??;;;Mba?ncob?;Expliquer;;;
 N?? la??a;;;Mba?ncob?;Se fa?cher;;;
 N?? yant?;;;Mba?ncob?;Se fa?cher;;;
 N?? bol?;;;Mba?ncob?;Faiblir;;;
 N?? ba?g?;;;Mba?ncob?;Fendre;;;
N?? f??n?;;;Mba?ncob?;Fermer;;;
N?? m?m?;;;Mba?ncob?;E?treindre;;;
N?? y??nt??;;;Mba?ncob?;Fermer;;;
N?? kabt?;;;Mba?ncob?;Fermer;;;
 N?? c?l?;;;Mba?ncob?;Filtrer;;;
 N?? badt?;;;Mba?ncob?;Flatter;;;
 N?? c?b?;;;Mba?ncob?;arre?ter;;;
 N?? bu?u;;;Mba?ncob?;Frapper;;;
 N?? la?b?;;;Mba?ncob?;Frapper;;;
 N?? ka;;;Mba?ncob?;Frire;;;
 N?? sa?t?;;;Mba?ncob?;Frissonner;;;
 N?? yam?;;;Mba?ncob?;Fructifier;;;
N?? k??;;;Mba?ncob?;Fuir ;;;
N?? j?;;;Mba?ncob?;Manger;;;
ÿN?? bil?;;;Mba?ncob?;Germer;;;
N?? ku?u;;;Mba?ncob?;Grandir;;;
ÿN?? ya?t??;;;Mba?ncob?;Gue?rir;;;
ÿN?? ma? nzw?;;;Mba?ncob?;Habiller;;;
ÿN?? tsw?;;;Mba?ncob?;mu?rir;;;
ÿN?? bà?n?;;;Mba?ncob?;Hair;;;
ÿN?? fa?t?;;;Mba?ncob?;Se heurter;;;
ÿN?? fi?t??;;;Mba?ncob?;Imiter;;;
N?? kwiàg?;;;Mba?ncob?;Tousser;;;
ÿN?? be?t?;;;Mba?ncob?;De?crire;;;
ÿN?? c????;;;Mba?ncob?;Interdire;;;
ÿN?? b?dt?;;;Mba?ncob?;Interroger;;;
ÿN?? ma?a;;;Mba?ncob?;Jeter;;;
ÿN?? yo??;;;Mba?ncob?;Joindre;;;
ÿN?? ta?mt??;;;Mba?ncob?;Unir;;;
N?? co?t?;;;Mba?ncob?;Juger;;;
ÿN?? na??;;;Mba?ncob?;Verser;;;
N?? kàg?;;;Mba?ncob?;Lacher;;;
ÿN?? kwa?a;;;Mba?ncob?;Pleurer;;;
ÿN?? ma?a;;;Mba?ncob?;Lancer;;;
ÿN??  bol?;;;Mba?ncob?;Languir;;;
ÿN?? sog?;;;Mba?ncob?;Laver;;;
ÿN?? sia??;;;Mba?ncob?;Lire;;;
ÿN?? sw??n?;;;Mba?ncob?;Vendre;;;
ÿN?? zw??zw???;;;Mba?ncob?;Lutter;;;
ÿN?? tebt?;;;Mba?ncob?;Malaxer;;;
ÿN?? gh??dni?;;;Mba?ncob?;Ennuyer,nuir;;;
ÿN?? tsi?;;;Mba?ncob?;Manquer;;;
ÿN?? z?t?;;;Mba?ncob?;Se me?fier;;;
ÿN?? tadt?;;;Mba?ncob?;Mentir;;;
ÿN?? fe?l?;;;Mba?ncob?;Se me?tarmorphoser;;;
ÿN?? fi?i;;;Mba?ncob?;Mesurer;;;
ÿN?? yàb?;;;Mba?ncob?;Poser;;;
ÿN?? y?nt?s?;;;Mba?ncob?;Se mirer;;;
ÿN?? fam? ;;;Mba?ncob?;Moisir;;;
ÿN?? co?cu;;;Mba?ncob?;Moissonner ;;;
ÿN?? ko?o;;;Mba?ncob?;Monter;;;
ÿN?? la??t??;;;Mba?ncob?;Montrer;;;
ÿN?? cog?;;;Mba?ncob?;Mordre;;;
ÿN?? gho?o;;;Mba?ncob?;Moudre;;;
ÿN?? kw?;;;Mba?ncob?;Mourir;;;
ÿN?? ju?u;;;Mba?ncob?;Entendre;;;
ÿN?? co??;;;Mba?ncob?;Enterrer;;;
ÿN?? co;;;Mba?ncob?;Entrer;;;
ÿN?? sa?t??;;;Mba?ncob?;E?parpiller;;;
ÿN?? ca?;;;Mba?ncob?;Errer;;;
ÿN?? fà?nt??;;;Mba?ncob?;Se tromper;;;
ÿN?? nywint?;;;Mba?ncob?;Espe?rer;;;
ÿN?? zimt?;;;Mba?ncob?;Murmurer;;;
ÿN?? la?nts?;;;Mba?ncob?;Nager;;;
N?? gha;;;Mba?ncob?;Refuser;;;
ÿN?? kem?;;;Mba?ncob?;Nourrir;;;
ÿN?? s?nt?;;;Mba?ncob?;Obscurcir;;;
ÿN?? l?t?;;;Mba?ncob?;Regarder;;;
ÿN?? ke?mt??;;;Mba?ncob?;Oser;;;
ÿN?? l?t?;;;Mba?ncob?;O?ter  ;;;
ÿN?? gha?a;;;Mba?ncob?;Oublier;;;
ÿN?? ghab?;;;Mba?ncob?;Ouvrir;;;
ÿN??sa?nca?;;;Mba?ncob?;Palabrer;;;
ÿN?? l?;;;Mba?ncob?;Paresser;;;
N?? kà?nmf?;;;Mba?ncob?;Parjurer;;;
N?? f?nt?;;;Mba?ncob?;Patienter;;;
ÿN?? y?n ng??;;;Mba?ncob?;Souffrir;;;
ÿN?? so?b?;;;Mba?ncob?;Poignarder;;;
ÿN?? to;;;Mba?ncob?;Percer;;;
ÿN?? bw??;;;Mba?ncob?;Plaire;;;
ÿN?? ywi?l?;;;Mba?ncob?;Planter;;;
ÿN?? t?n?;;;Mba?ncob?;Pousser;;;
ÿN?? tomt?;;;Mba?ncob?;Soutenir;;;
N?? kwe;;;Mba?ncob?;Prendre;;;
ÿN?? fo?;;;Mba?ncob?;pre?ter;;;
ÿN?? kwimt?;;;Mba?ncob?;Se rappeler ;;;
N?? kom?;;;Mba?ncob?;Raser;;;
ÿN?? k?mt? ;;;Mba?ncob?;Rassembler;;;
ÿN?? l???t??;;;Mba?ncob?;Prier;;;
ÿN?? k??t?;;;Mba?ncob?;Re?culer;;;
ÿN?? fi;;;Mba?ncob?;Refroidir;;;
ÿN?? t??;;;Mba?ncob?;Re?gner;;;
ÿN?? tsia?nt??;;;Mba?ncob?;Se rejouir;;;
ÿN?? la?bt??;;;Mba?ncob?;Remercier;;;
ÿN?? dun?;;;Mba?ncob?;Remplir;;;
ÿN?? f?;;;Mba?ncob?;Rentrer;;;
N?? b??nt??;;;Mba?ncob?;Re?pondre;;;
ÿN?? fit?;;;Mba?ncob?;Se reposer;;;
ÿN?? zwiag?;;;Mba?ncob?;Respirer;;;
ÿN?? bam?;;;Mba?ncob?;Accepter;;;
ÿN?? s?n?;;;Mba?ncob?;e?tre enretard;;;
ÿN?? c?b?;;;Mba?ncob?;Tenir;;;
ÿN?? bwo?t?;;;Mba?ncob?;Repe?ter;;;
ÿN?? bwo?t?;;;Mba?ncob?;Rouler;;;
ÿN?? ca?t??;;;Mba?ncob?;Saluer;;;
ÿN?? ziag?;;;Mba?ncob?;Scintiller;;;
ÿN?? v?n?;;;Mba?ncob?;Sculpter;;;
ÿN?? yag?;;;Mba?ncob?;Se?cher;;;
ÿN?? ywi?l?;;;Mba?ncob?;Semer;;;
ÿN?? la?m?;;;Mba?ncob?;Sentir;;;
N?? mfa?gt??;;;Mba?ncob?;Se?parer;;;
ÿN?? t?;;;Mba?ncob?;Siffler ;;;
N?? k???;;;Mba?ncob?;Aimer;;;
;;;;;;;
Mba?bwe(pre?t);;;;A cote?;;;
Mba? bwe (pre?p);;;;A cote? de;;;
Bu? zwim (pre?p);;;;A droite ;;;
Bu? kwe?b (pre?p);;;;A gauche ;;;
Bà?g ntu?mnya?m(pre?p);;;;A l?est ;;;
Nj? (adv);;;;A l?exterieur;;;
Nja?mnj? (adv);;;;A l?exterieur;;;
Nt??m bwe(adv);;;;A l?interieur;;;
Bà?g mbi?nya?m(pre?p);;;;A l?ouest;;;
N??to?te(pre?p);;;;A partir de;;;
F??(pre?p);;;;A partir de;;;
N??fa??(1)w;;;;Abandon;;;
N?? fa?e(V);;;Mba?ncob?;Abandonner;;;
N?? y??n?(V);;;Mba?ncob?;Abandonner ;;;
N?? nyà(V);;;Mba?ncob?;Abandonner;;;
N?? k?b? (V);;;Mba?ncob?;Abattre ;;;
N?? k??? (V);;;Mba?ncob?;Abattre;;;
N?? wa?l?(V);;;Mba?ncob?;Abattre ;;;
Ne?yob (adj);;;;Abattu;;;
?wa?a;;;;Abeille;;;
Ne? blag? (V);;;Mba?ncob?;Abolir;;;
N?? bagt? (V);;;Mba?ncob?;Abolir;;;
Nu?nd??nnko (1);;;L?n;Abomination;;;
Nu?k??bw??(1/2);;;L?n;Abomination;;;
nu??u?u (1);;;L?n;abomination;;;
Fu?? ;;;L?n;Abondance;;;
N?? s??bt?? (V);;;Mba?ncob?;abre?ger;;;
A k? b?t?(V);;;Mba?ncob?;abre?ger;;;
A k? nsi (V);;;Mba?ncob?;Absent (il est);;;
A ta?g? (V);;;Mba?ncob?;Absent (il est);;;
A sii??l (V);;;Mba?ncob?;Absent (il est);;;
N?? mi? (V);;;Mba?ncob?;Absenter (s?);;;
N?? mi?ntu?n (V);;;Mba?ncob?;Absorber;;;
F??mwud (1);;;L?n;Abus;;;
N??ya? nka? (1/6);;;L?n;Abus;;;
N?? f??mwud (1);;;L?n;abuser;;;
N?? ya? nka? (1/6);;;L?n;Abuser;;;
N?? bam? (V);;;Mba?ncob?;Accepter;;;
Fa? (5);;;L?n;Accident;;;
v??fa (5);;;L?n;Accident mortel;;;
N?? ladt?? (V);;;Mba?ncob?;Accoler ;;;
N?? la?dt?? wud (V);;;Mba?ncob?;Acoler(s?)?;;;
N?? la?d wud (V);;;Mba?ncob?;Acoler (s?);;;
N??? bw?? (V);;;Mba?ncob?;Accompagner;;;
N?? tam nja?m (V);;;Mba?ncob?;Accompagner;;;
N?? ca?g? (V);;;Mba?ncob?;Accompagner;;;
N?? t? (V);;;Mba?ncob?;acompagner ;;;
N?? bu?mt?? (V);;;Mba?ncob?;Acomplir;;;
N?? sàgt? (V);;;Mba?ncob?;Accomplir (s?);;;
Ncu?nc?? (1);;;L?n;Accord;;;
N?? b? ncu?nc?? (V);;;Mba?ncob?;Accord (e?tre d??);;;
N?? bam? (V);;;Mba?ncob?;Accorder;;;
Bw? (1/6);;;L?n;Accouchement;;;
N??mbw? (1/6);;;L?n;Accouchement;;;
N?? bw? (V);;;Mba?ncob?;Accocher;;;
nkwe?m?n (1/6);;;L?n;Accoucheur;;;
N?? fel? (V)  ;;;Mba?ncob?;Acculer;;;
N?? t?nt? nca?g? (V);;;Mba?ncob?;Acculer;;;
N?? tsiag bw? (V);;;Mba?ncob?;Acculer;;;
Mbot??m??n (1/6);;;L?n;Accusateur;;;
Nga?bot??m??n (1/6);;;L?n;Accusateur;;;
Bot?? (1/6);;;L?n;Accusation;;;
N??bot? (1/6);;;L?n;Accusation;;;
N?? co? ku?d m??n (V);;;Mba?ncob?;Accusation (fausse);;;
N?? bot? m??n (V);;;Mba?ncob?;Accuser;;;
N??june (1/6);;;L?n;Achat;;;
N?? june (V);;;Mba?ncob?;Acheter ;;;
Nga?jun (1/6);;;L?n;Acheteur;;;
Nju?nju (1/6);;;L?n;Acheteur;;;
n??mia?gt?? (1/6);;;L?n;Ache?vement;;;
N?? mi? (V);;;Mba?ncob?;Achever;;;
N?? mia?gt?? (V);;;Mba?ncob?;Achever;;;
N?? be?t?? (v);;;Mba?ncob?;Affu?ter(tailler);;;
N?? nà?bt?? (v);;;Mba?ncob?;Affu?ter(ses armes);;;
Nd? (loc pr);;;;Afin que;;;
Ngu??nj?? (yo?g) (1/6);;;L?n;Age;;;
Ngu??nj??fa?? (1/6);;;L?n;Age de travail;;;
Ngu??nj??nandà (1/6);;;L?n;Age nubile;;;
N?? kwi?m ntu?nk??kwi? nsi (v);;;Mba?ncob?;Agenouiller;;;
Vo?gt?? (1);;;L?n;Agitation;;;
Fa?t?? (1);;;L?n;Agitation;;;
Bum (1);;;L?n;Agitation;;;
Nga?vo?gt?? (1/6);;;L?n;Agite?;;;
Nga?fa?t?? (1/6);;;L?n;Agite?;;;
Nga?bum (1/6);;;L?n;Agite?;;;
N?? nyi?t?? (v);;;Mba?ncob?;Agiter;;;
N?? bum? (v);;;Mba?ncob?;Agiter (s?);;;
N?? fa?t? (v) ;;;Mba?ncob?;Agiter (s?);;;
N?? vo?gt?? (v);;;Mba?ncob?;Agiter (s?);;;
M?nj??mbw? (1/6);;;L?n;Agneau;;;
Ncu?nco? (3/6);;;L?n;Arme?e;;;
Mv?d m??bw? (4);;;L?n;Aromate ;;;
La?mt??la (5/4);;;L?n;Aromate;;;
N?? co?vo (v);;;Mba?ncob?;Arracher;;;
N?? fia???? (v);;;Mba?ncob?;Arracher;;;
N??gho?m? (1/6);;;L?n;Arrestation ;;;
N??tsin? (1/6);;;L?n;Arre?t (stop);;;
?wa??nik??bnca? (1/6);;;L?n;Arre?t (de justice);;;
Nc?? (1/6);;;L?n;Arre?te?;;;
N?? c?b? (v);;;Mba?ncob?;Arre?ter;;;
N?? tsine (v);;;Mba?ncob?;Arre?ter;;;
N??ku?m? (1/6);;;L?n;Arrive?e;;;
N?? ku??u (v);;;Mba?ncob?;Arriver;;;
N?? kum? (v);;;Mba?ncob?;Arriver;;;
N?? s???? (v);;;Mba?ncob?;Arriver;;;
Fe?dm??n (1/6);;;L?n;Arriviste;;;
Nc?à?nco (1/6);;;L?n;Arriviste;;;
Fid (5);;;L?n;Arrogance;;;
Ko? t??wud (1);;;L?n;Arrogance;;;
Nta?? nku (3);;;L?n;Arrogance;;;
Cà?bncu? (1);;;L?n;Arrogance;;;
Nga?cà?bncu? (1/6);;;L?n;Arrogant;;;
Nga?fid (1/6);;;L?n;Arrogant;;;
Nga?ko?t?wud (1/6);;;L?n;Arrogant;;;
Nga?nta?? nku? (1/6);;;L?n;Arrogant;;;
Ta??ng??(3/6);;;L?n;Arrondissement;;;
N?? zwi??i (V);;;Mba?ncob?;Arroser;;;
N?? yw?l?? (V);;;Mba?ncob?;Arroser;;;
Tsi?nts? (1/6);;;L?n;Arrosoir;;;
Mbwo??nc?a (3/6);;;L?n;Arte?re;;;
Njo??vog? (5/4);;;L?n;Articulation;;;
Nga?v?? (1/6);;;L?n;Artiste;;;
N?? fem? (V);;;Mba?ncob?;Asperger;;;
N?? file (V);;;Mba?ncob?;Aspirer;;;
N?? gh?bt? (V);;;Mba?ncob?;Aspirer;;;
N?? so??? (V);;;Mba?ncob?;Apirer(Un fluide);;;
Mànjo? (1/6);;;L?n;Assemble?e;;;
Mbu?nt? (1/6);;;L?n;Assemble?e;;;
Nts??t?? (1/6);;;L?n;Assemble?e;;;
N?? t?w? nsi (V);;;Mba?ncob?;Assoseoir(S?);;;
N?? t?tu?n (V);;;Mba?ncob?;Asseoir(s?);;;
Ka? (3/4);;;L?n;Assiette;;;
Ba?gko (3/4);;;L?n;Assiette(Plat);;;
N??tsw?nsi ;;;;Assis;;;
Bwo?binnt??m (6);;;L?n;Assistance;;;
Ywi?mt?? (1/6);;;L?n;Assistance;;;
N?? b? bw? (V);;;Mba?ncob?;Assister;;;
N?? ywi?mt?? (V);;;Mba?ncob?;Assister;;;
Kum (5/4);;;L?n;Association;;;
Ts?? t?? (1/6);;;L?n;Association;;;
nga?l??nnsa (1/6);;;L?n;Astrologue;;;
Nk??nk? (1);;;L?n;Astuce;;;
Mf? (4);;;L?n;Astuce ;;;
nga?nk??nk? (1/6);;;L?n;Astucieux;;;
D??? fa?? (V);;;Mba?ncob?;Atelier;;;
N?? kul? \(v);;;Mba?ncob?;Attacher;;;
n??la?d wud (v);;;Mba?ncob?;Attacher  (s?) ;;;
N?? so? wud (v);;;Mba?ncob?;Attacher  (s?);;;
Ne ku?ma(v);;;Mba?ncob?;Atteindre ;;;
N??  beb? (v);;;Mba?ncob?;Attendre;;;
N?? zwi?t? (v);;;Mba?ncob?;Attendre;;;
N??beb? (1);;;L?n;Attente;;;
Bàmnà (inter);;;;Attention;;;
N?? bàmnà (v);;;Mba?ncob?;Attention  (faire);;;
N?? zet? (v);;;Mba?ncob?;Attention  (faire);;;
N?? so??? (v);;;Mba?ncob?;Attirer;;;
N?? kwàbt? (v);;;Mba?ncob?;Attirer;;;
N?? f??dt?? (v);;;Mba?ncob?;Attisser;;;
N?? ghom? (v);;;Mba?ncob?;Attraper;;;
N? nywin? (v) ;;;Mba?ncob?;Attrister;;;
N?? nyamt? s? (v);;;Mba?ncob?;Attrister;;;
Nja?mnj? (pre?p);;;;Au dehors;;;
Ncu?ndà (1/6);;;L?n;Au dehors;;;
Gha?t?? wud;;;L?n;Au large;;;
Nd?s?;;;;Au moment;;;
ba?g tu, tu;;;;Au nord;;;
Mf? tu;;;;Au nord;;;
F?n (5);;;L?n;Aubaine;;;
mànk??bnj?;;;;Aube;;;
màgha?tsw??;;;;Aube;;;
mfo?gnj? (1);;;L?n;Aube;;;
ndà?gh??n(1/6);;;L?n;Auberge;;;
sà?mm??n;;;;Aucun (personne);;;
sà?mju;;;;Aucun objet, rien;;;
Kutu (1/6);;;L?n;Audace;;;
N??kutu (V);;;;Audacieux (e?tre);;;
Kutum??n (1/6);;;L?n;Audacieux;;;
mo??yo?;;;;Au-dela?;;;
l??dnts??nyà?m (5/4);;;L?n;Auge;;;
N?? kwi??t?? (V);;;Mba?ncob?;Augmenter;;;
N?? cu?ba (V);;;Mba?ncob?;Augmenter;;;
s??nni? (adv) ;;;;Aujourd?hui;;;
F? s??nni? (adv);;;;Aujourd?hui (de?s?);;;
Lo? s??nni? (adv);;;;Aujourd?hui (de?s);;;
N?? to?t? s??nni? (adv);;;;Aujourd?hui (de?s);;;
Mbw??mbw?? (adv);;;;Auparavant ;;;
Co? ngu?u (1/6);;;L?n;Aure?ole;;;
Nke?dntubu (1/4) ;;;L?n;Auriculaire (doigt);;;
Nke?dntuku? (1/4);;;L?n;Auriculaire (orteil);;;
Nk??bnj? (3);;;L?n;Aurore ;;;
Nd??nd? (adv);;;;Aussito?t ;;;
B?? nd??nd? (adv);;;;Aussito?t ;;;
Nd??s? (adv);;;;Ausssito?t;;;
B?? nd??s? (adv);;;;Aussito?t;;;
to?mbwog? (3/4);;;L?n;Autel ;;;
Mà?tuà? (1/6);;;L?n;Auto;;;
Ya?ba?? (3/4);;;L?n;Auto;;;
Mba? (1) ng?? (1);;;L?n;Autorite?;;;
Nsa?ng?? (1/6);;;L?n;Autorite?;;;
Ko??nz?? (1/6);;;L?n;Autoroute ;;;
Mo? (pre?n);;;;Autre ;;;
Z??wà (pre?n);;;;Autre ;;;
M??nwà (1/6);;;L?n;Autre (personne);;;
Juwà (1/6);;;L?n;Autre chose;;;
Mbw??mbw?? (adv);;;;Autrefois ;;;
Mo? ng??la? (adv);;;;Autrefois  ;;;
Tu?nnts? (adv);;;;Aval;;;
Nkwe?nt? (1/6);;;L?n;Aval;;;
N?? mi? (V);;;;Avaler;;;
N?? mi? nt??n (V);;;Mba?ncob?;Avaler;;;
Bi?n (3) ;;;L?n;Avantage;;;
Fu?? (5);;;L?n;Avantage;;;
Bo? (pre?p);;;;Avec;;;
Nd??mànja?m ()s;;;;Avenir;;;
to??nz?? (1/6);;;L?n;Avenue;;;
mf??miàg (1/6);;;L?n;Aveugle;;;
F? ();;;;Aveuglement ;;;
N?? kà?g f? ();;;;Aveugler ;;;
N?? s?nt? miàg (V);;;Mba?ncob?;aveugler  ;;;
Nu?sa?v?? (3) ;;;L?n;Aviation;;;
Bia?  (3/4);;;L?n;Avocat;;;
co?mm??kal? (5/4);;;L?n;Avocat;;;
Mba?? kam? (1/6);;;L?n;Avocat;;;
Mba?? sa? (1/6);;;L?n;Avocat;;;
N?? gh?? (V);;;Mba?ncob?;Avoir;;;
N?? kond??m (V);;;Mba?ncob?;Avoir pitie?;;;
Cu (6);;;L?n;Avoirs;;;
Nkab (1);;;L?n;Avoirs;;;
N?? s?? ba?m (V);;;Mba?ncob?;avorter;;;
;;;;;;;
N?? nyi?n? (V);;;Mba?ncob?;B.A.(bonne action);;;
Nca? (1/6);;;L?n;Bagarre;;;
Ne ka?m nca? (V);;;Mba?ncob?;Bagarrer;;;
N?? zwe?zw?? (V);;;Mba?ncob?;Bagarrer;;;
Nga?dià?gnca? (1/6);;;L?n;Bagarreur;;;
Nga?nca?  (1/6);;;L?n;Bagarreur;;;
Nga?diagndca? (1/6);;;L?n;Bagarreur;;;
Nga?ca?nca? (1/6);;;L?n;Bagarreur;;;
